canonical_id,year,gate,gate_reason,audit_class,audit_note,call,title
registry:nct02410096,2020,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,Oil supplementation with a special combination of n-3 and n-6 long-chain polyunsaturated fatty acids does not protect for exercise induced asthma: a double-blind placebo-controlled trial.
registry:nct02417090,2025,DROPPED,ingredient not in title/abstract,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,FALSE_NEGATIVE,Maternal and umbilical cord serum lipids in gestational diabetes predict offspring insulin secretion and resistance at the age of nine years.
registry:nct02532023,2021,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,The omega-3 and Nano-curcumin effects on vascular cell adhesion molecule (VCAM) in episodic migraine patients: a randomized clinical trial.
registry:nct02626299,2023,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,Early and late preterm birth rates in participants adherent to randomly assigned high dose docosahexaenoic acid (DHA) supplementation in pregnancy.
registry:nct02629497,2022,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,Supplementation with omega-3 or omega-6 fatty acids attenuates platelet reactivity in postmenopausal women.
registry:nct02637778,2025,DROPPED,ingredient not in title/abstract,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,FALSE_NEGATIVE,Reduction of cardiovascular risk factors by the diet - Evaluation of the MoKaRi concept by a parallel-designed randomized study.
registry:nct02709239,2025,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,Effects of Prenatal DHA Dose on Infant Visual Attention.
registry:nct03142503,2024,DROPPED,ingredient not in title/abstract,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,FALSE_NEGATIVE,Nutritional effect on lipoproteins and their subfractions in patients with Psoriatic Arthritis: a 12-week randomized trial-the DIETA trial.
registry:nct03158545,2021,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,"Supplementation with oil rich in eicosapentaenoic acid, but not in docosahexaenoic acid, improves global cognitive function in healthy, young adults: results from randomized controlled trials."
registry:nct03167307,2026,DROPPED,ingredient not in title/abstract,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,FALSE_NEGATIVE,ω-3 Fatty Acids in Pediatric Major Depressive Disorder: A Randomized Clinical Trial.
registry:nct03194659,2022,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,Prenatal choline supplementation improves biomarkers of maternal docosahexaenoic acid (DHA) status among pregnant participants consuming supplemental DHA: a randomized controlled trial.
registry:nct03203512,2024,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,"Dietary n-3 polyunsaturated fatty acids alter the number, fatty acid profile and coagulatory activity of circulating and platelet-derived extracellular vesicles: a randomized, controlled crossover tri"
registry:nct03255187,2022,DROPPED,ingredient not in title/abstract,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,FALSE_NEGATIVE,Mechanistic insights into the health benefits of fish-oil supplementation against fine particulate matter air pollution: a randomized controlled trial.
registry:nct03306745,2019,DROPPED,ingredient not in title/abstract,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,FALSE_NEGATIVE,The impact of a standardized micronutrient supplementation on PCOS-typical parameters: a randomized controlled trial.
registry:nct03350906,2022,DROPPED,ingredient not in title/abstract,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,FALSE_NEGATIVE,A Randomized Trial of ω-3 Fatty Acid Supplementation and Circulating Lipoprotein Subclasses in Healthy Older Adults.
registry:nct03359577,2020,DROPPED,ingredient not in title/abstract,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,FALSE_NEGATIVE,"A Randomized, Double-blind, Placebo-controlled Clinical Study to Investigate the efficacy of Herring Roe Oil for treatment of Psoriasis."
registry:nct03516253,2023,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,Anti-inflammatory effect of combining fish oil and evening primrose oil supplementation on breast cancer patients undergoing chemotherapy: a randomized placebo-controlled trial.
registry:nct03525184,2022,DROPPED,ingredient not in title/abstract,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,FALSE_NEGATIVE,Supplemental Protein and a Multinutrient Beverage Speed Wound Healing after Acute Sleep Restriction in Healthy Adults.
registry:nct03557541,2021,DROPPED,ingredient not in title/abstract,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,FALSE_NEGATIVE,"Type 2 diabetes preventive effects with a 12-months sardine-enriched diet in elderly population with prediabetes: An interventional, randomized and controlled trial."
registry:nct03583281,2021,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,Oils Rich in α-Linolenic Acid or Docosahexaenoic Acid Have Distinct Effects on Plasma Oxylipin and Adiponectin Concentrations and on Monocyte Bioenergetics in Women with Obesity.
registry:nct03649698,2026,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,"A multicomponent intervention consisting of exercise, proteins and omega-3 supplementation to improve sarcopenia in community-dwelling older adults: Lessons learned from a 5-armed randomized controlle"
registry:nct03708887,2026,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,Marine n-3 fatty acid treatment for carotid plaques in patients with type 2 diabetes.
registry:nct03764423,2022,DROPPED,ingredient not in title/abstract,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,FALSE_NEGATIVE,Salmon fish protein supplement increases serum vitamin B12 and selenium concentrations: secondary analysis of a randomised controlled trial.
registry:nct03897660,2021,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,"Pharmacokinetics of Supplemental Omega-3 Fatty Acids Esterified in Monoglycerides, Ethyl Esters, or Triglycerides in Adults in a Randomized Crossover Trial."
registry:nct04048096,2026,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,"Do the effects of krill oil supplementation on skeletal muscle function and size in older adults differ by sex, age or BMI: A secondary analysis of a randomised controlled trial."
registry:nct04126330,2022,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,"Potential Modulation of Inflammation by Probiotic and Omega-3 Supplementation in Elderly with Chronic Low-Grade Inflammation-A Randomized, Placebo-Controlled Trial."
registry:nct04201938,2025,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,Efficacy of probiotic co-supplementation with omega-3 PUFAs on pancreatic beta-cell function in type 2 diabetes.
registry:nct04278482,2023,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,"Changes in fatty acid levels after consumption of a novel docosahexaenoic supplement from algae: a crossover randomized controlled trial in omnivorous, lacto-ovo vegetarians and vegans."
registry:nct04279743,2026,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,Krill oil increases plasma omega-3 fatty acids more than fish oil in healthy adults: a double-blind randomized controlled trial.
registry:nct04564690,2022,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,"Consumption of Hen Eggs Enriched with <i>n-3</i> Polyunsaturated Fatty Acids, Selenium, Vitamin E and Lutein Incites Anti-Inflammatory Conditions in Young, Healthy Participants - A Randomized Study."
registry:nct04609423,2022,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,"Prevention of covid-19 and other acute respiratory infections with cod liver oil supplementation, a low dose vitamin D supplement: quadruple blinded, randomised placebo controlled trial."
registry:nct05402527,2026,DROPPED,ingredient not in title/abstract,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,FALSE_NEGATIVE,"Effects of a nutritional supplement containing fish protein, vitamin D, and ω3 fatty acids, taken during high-intensity functional training, on physical performance in recreationally trained individua"
registry:nct05520437,2024,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,"No Effects of Omega-3 Supplementation on Kynurenine Pathway, Inflammation, Depressive Symptoms, and Stress Response in Males: A Placebo-Controlled Trial."
registry:nct05573672,2025,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,Dietary counseling plus omega-3 supplementation in the treatment of generalized anxiety disorder: results of a randomized wait-list controlled pilot trial (the 'EASe-GAD Trial').
registry:nct06001632,2025,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,Benefits of Krill Oil Supplementation During Alternate-Day Fasting in Adults With Overweight and Obesity: A Randomized Trial.
registry:nct06254118,2024,DROPPED,ingredient not in title/abstract,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,FALSE_NEGATIVE,Nonsurgical Treatment of Periodontitis in Menopausal Patients: A Randomized Control Trial.
registry:nct06331195,2026,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,Effect of a culturally adapted heart-healthy diet with phytosterols and/or krill oil on lipid-related outcomes in familial hypercholesterolaemia: protocol for a multicentre randomised controlled trial
registry:nct06729229,2025,DROPPED,ingredient not in title/abstract,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,FALSE_NEGATIVE,Influence of Fish Consumption and ω-3 Supplementation on the ω-3 Index of Young Adults: A 2 × 2 Factorial Randomized Controlled Trial (YouFish Study).
registry:nct07157241,2026,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,"The effects of Omega-3 supplementation on stress, anxiety, depression, sleep quality, and everyday memory in individuals with psychological distress: A randomized, double-blind, placebo-controlled tri"
registry:umin000028165,2019,DROPPED,ingredient not in title/abstract,omega3_trial_title_level,omega-3 named in TITLE,FALSE_NEGATIVE,Supplementation of eicosapentaenoic acid-rich fish oil attenuates muscle stiffness after eccentric contractions of human elbow flexors.
doi:101002alz12767,2023,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Effects of cocoa extract and a multivitamin on cognitive function: A randomized clinical trial.
doi:101002alz13078,2023,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Impact of multivitamin-mineral and cocoa extract on incidence of mild cognitive impairment and dementia: Results from the COcoa Supplement and Multivitamin Outcomes Study for the Mind (COSMOS-Mind).
doi:101002epi412892,2024,KEPT,oral/supplement signal,omega3_trial_title_level,omega-3 named in TITLE,TRUE_POSITIVE,Phosphatidylserine enriched with polyunsaturated n-3 fatty acid supplementation for attention-deficit hyperactivity disorder in children and adolescents with epilepsy: A randomized placebo-controlled 
doi:101002gps5847,2023,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Effect of vitamin D supplementation on depression in older Australian adults.
doi:101002jcsm12759,2021,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"Vitamin D supplementation and risk of falling: outcomes from the randomized, placebo-controlled D-Health Trial."
doi:101002mbo31056,2020,DROPPED,ingredient not in title/abstract,omega3_mentioned_in_passing,"mention only, no intervention phrasing",TRUE_NEGATIVE,An oral health optimized diet reduces the load of potential cariogenic and periodontal bacterial species in the supragingival oral plaque: A randomized controlled pilot study.
doi:101002mnfr202400444,2024,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Serum Concentrations of Folate Forms Following Supplementation of Multimicronutrients with 400 µg or 800 µg Mix of (6S)-5-Methyltetrahydrofolate and Folic Acid (1:1) in Women of Childbearing Age.
doi:101002oby24204,2025,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,β-alanine supplementation in adults with overweight and obesity: a randomized controlled feasibility trial.
doi:101007s00394025038147,2025,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"Assessment of vitamin A, vitamin B&lt;sub&gt;2&lt;/sub&gt;, vitamin B&lt;sub&gt;12&lt;/sub&gt;, vitamin K, folate, and choline status following 4 months of multinutrient supplementation in healthy veg"
doi:101007s0039402603916w,2026,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"Effects of oral nutritional supplement on growth and body composition in malnutrition at risk and malnourished children: MARVEL study, a multi-center randomized controlled trial."
doi:101007s10157024025173,2024,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Oral alkalinizing supplementation suppressed intrarenal reactive oxidative stress in mild-stage chronic kidney disease: a randomized cohort study.
doi:101007s10552020012753,2020,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Obesity and efficacy of vitamin D<sub>3</sub> supplementation in healthy black adults.
doi:101007s1260302117232,2022,KEPT,oral/supplement signal,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,TRUE_POSITIVE,"Twelve Weeks of Additional Fish Intake Improves the Cognition of Cognitively Intact, Resource-Limited Elderly People: A Randomized Control Trial."
doi:101007s40268024004657,2024,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Effects of Body Mass Index on Hypertriglyceridemia Associated with Oral Bexarotene Therapy: A Post Hoc Analysis of an Open-Label Comparative Clinical Study of Combined Bexarotene and Phototherapy Vers
doi:101016jajcnut202505032,2025,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"Effects of a palmitoleic acid concentrated oil on C-reactive protein levels in adults: A randomized, double-blind placebo-controlled clinical trial."
doi:101016jclnesp202212004,2023,KEPT,oral/supplement signal,omega3_trial_title_level,omega-3 named in TITLE,TRUE_POSITIVE,Docosahexaenoic acid (DHA) intake estimated from a 7-question survey identifies pregnancies most likely to benefit from high-dose DHA supplementation.
doi:101016jjsbmb2025106698,2025,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,The effect of vitamin D supplementation on mental and functional health outcomes in African Americans with type 2 diabetes.
doi:101017jns202341,2023,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"Effect of green-lipped mussel (<i>Perna canaliculus</i>) supplementation on faecal microbiota, body composition and iron status markers in overweight and obese postmenopausal women: a randomised, doub"
doi:101038s41387024002746,2024,KEPT,oral/supplement signal,omega3_trial_title_level,omega-3 named in TITLE,TRUE_POSITIVE,The effect of curcumin and high-content eicosapentaenoic acid supplementations in type 2 diabetes mellitus patients: a double-blinded randomized clinical trial.
doi:101038s41598023297873,2023,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"Nicotinamide adenine dinucleotide metabolism and arterial stiffness after long-term nicotinamide mononucleotide supplementation: a randomized, double-blind, placebo-controlled trial."
doi:101038s41598024646665,2024,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Identification of metabolites associated with preserved muscle volume after aneurysmal subarachnoid hemorrhage due to high protein supplementation and neuromuscular electrical stimulation.
doi:101038s41598025325185,2025,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Aerobic exercise and NBS superfood supplementation modulate iron-related biomarkers in methadone treated men in randomized double blind controlled trial.
doi:1010801550278320262679718,2026,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,12‑weeks fisetin supplementation and interval resistance with aerobic training: changes in Maresin‑1 and inflammatory markers in men with obesity: a randomized controlled trial.
doi:101096fj202101401rr,2021,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Choline metabolome response to prenatal choline supplementation across pregnancy: A randomized controlled trial.
doi:101097hc90000000000000966,2026,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Midodrine versus placebo in patients with acute-on-chronic liver failure with ascites-A randomized trial (MIDAS trial).
doi:101097md0000000000033280,2023,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Efficacy of lutein supplements on macular pigment optical density in highly myopic individuals: A randomized controlled trial.
doi:101097md0000000000043976,2025,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"Effects of vitamins C and E supplementation combined with 12-week resistance training in older women with sarcopenia: A randomized, double-blind, placebo-controlled trial."
doi:101111jre13056,2022,DROPPED,ingredient not in title/abstract,omega3_mentioned_in_passing,"mention only, no intervention phrasing",TRUE_NEGATIVE,Changes in serum omega fatty acids on a Mediterranean diet intervention in patients with gingivitis: An exploratory study.
doi:101111mcn12867,2019,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Efficacy of two different doses of oral vitamin D supplementation on inflammatory biomarkers and maternal and neonatal outcomes.
doi:101136bmj2023075230,2023,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Vitamin D supplementation and major cardiovascular events: D-Health randomised controlled trial.
doi:101155bmri6654492,2025,KEPT,oral/supplement signal,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,TRUE_POSITIVE,Effect of Beetroot Extract Supplementation on Serum Fatty Acid Profiles and Oxidative Stress Markers in Chronic Coronary Artery Disease Patients: A Secondary Analysis of a Randomized Controlled Trial.
doi:101155bmri8739655,2026,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"Effects of Ubiquinol on Oxidized Low-Density Lipoprotein in Prediabetic Patients: A Randomized, Double-Blinded, Placebo-Controlled Study."
doi:10117710870547251397701,2026,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Multinutrient Supplementation in Children With ADHD Reduced Pro- and Anti-Inflammatory Immune Factors in the MADDY Randomized Controlled Trial.
doi:10117715579883221074821,2022,KEPT,oral/supplement signal,omega3_trial_title_level,omega-3 named in TITLE,TRUE_POSITIVE,The Influence of Vitamin E and Omega-3 Fatty Acids on Reproductive Health Indices Among Male Workers Exposed to Electromagnetic Fields.
doi:101186s12877024051641,2024,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Enhancing physical function and activity level in malnourished older adults through oral nutrition supplements: a randomized controlled trial.
doi:101186s12887021026311,2021,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,The effect of vitamin D and magnesium supplementation on the mental health status of attention-deficit hyperactive children: a randomized controlled trial.
doi:101186s1288702505985y,2025,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Effect of vitamin D supplementation on inflammatory status and behavioral symptoms in children with autism spectrum disorders: a double-blind randomized clinical trial.
doi:101186s12888025072134,2025,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"Impact of Nano-Selenium supplementation on the JAK/STAT signaling pathway in major depressive disorder: a Triple-Blind, randomized controlled trial."
doi:101186s1290202201152x,2022,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Decreased inflammatory gene expression accompanies the improvement of liver enzyme and lipid profile following aerobic training and vitamin D supplementation in T2DM patients.
doi:101186s12906022036457,2022,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Concurrent alteration in inflammatory biomarker gene expression and oxidative stress: how aerobic training and vitamin D improve T2DM.
doi:101186s1290602404400w,2024,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"Effects of Spirulina supplementation in patients with ulcerative colitis: a double-blind, placebo-controlled randomized trial."
doi:101186s1293702005245,2020,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,The effects of flaxseed supplementation on metabolic status in women with polycystic ovary syndrome: a randomized open-labeled controlled clinical trial.
doi:101186s12937023008549,2023,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Effects of sumac supplementation on metabolic markers in adults with metabolic syndrome: a triple-blinded randomized placebo-controlled cross-over clinical trial.
doi:101186s1293702400911x,2024,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"Effects of vitamin D supplementation on liver fibrogenic factors, vitamin D receptor and liver fibrogenic microRNAs in metabolic dysfunction-associated steatotic liver disease (MASLD) patients: an exp"
doi:101186s12937025011077,2025,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"The effects of concurrent alpha-linolenic acid, L-carnitine supplementation on clinical symptoms, mental health, and quality of life in women with migraine: a randomized, triple-blind, placebo-control"
doi:101186s1294402402203z,2024,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"Effects of short-chain fatty acid-butyrate supplementation on expression of circadian-clock genes, sleep quality, and inflammation in patients with active ulcerative colitis: a double-blind randomized"
doi:101186s13063024083549,2024,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"Effect of nano-curcumin supplementation on cardiometabolic risk factors, physical and psychological quality of life, and depression in patients with coronary slow flow phenomenon: a randomized double-"
doi:101210clinemdgaa459,2020,KEPT,ingredient in title,omega3_trial_title_level,omega-3 named in TITLE,TRUE_POSITIVE,Omega 3 Improves Both apoB100-containing Lipoprotein Turnover and their Sphingolipid Profile in Hypertriglyceridemia.
doi:101210clinemdgab693,2022,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Serum Vitamin D: Correlates of Baseline Concentration and Response to Supplementation in VITAL-DKD.
doi:1020960nh05747,2026,KEPT,oral/supplement signal,omega3_trial_abstract_level,omega-3 + intervention phrasing in abstract,TRUE_POSITIVE,"Effects of immunonutrition on serum albumin, IL-6, and TNF-α levels in patients with COVID-19: a randomized controlled double-blind clinical trial."
doi:10219682436,2026,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Effect of Branched-Chain Amino Acid Supplementation Alone or Combined With Tryptophan or Methionine on Appetite Control and Related Health Outcomes in Older Adults: Protocol for a Randomized Controlle
doi:102337dc231012,2023,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Cocoa Extract Supplementation and Risk of Type 2 Diabetes: The Cocoa Supplement and Multivitamin Outcomes Study (COSMOS) Randomized Clinical Trial.
doi:103390ijerph19106060,2022,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"Effects of <i>Tetraselmis chuii</i> Microalgae Supplementation on Anthropometric, Hormonal and Hematological Parameters in Healthy Young Men: A Double-Blind Study."
doi:103390ijerph22111695,2025,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"Effects of Resistance Training Combined with Vitamin D Supplementation on Health-Related Variables in the Elderly: Muscle Strength, Body Composition, and Inflammatory Status."
doi:103390ijms25021132,2024,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Modulation of miR-29a and miR-29b Expression and Their Target Genes Related to Inflammation and Renal Fibrosis by an Oral Nutritional Supplement with Probiotics in Malnourished Hemodialysis Patients.
doi:103390md21070379,2023,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Oral Supplementation with Algal Sulphated Polysaccharide in Subjects with Inflammatory Skin Conditions: A Randomised Double-Blind Placebo-Controlled Trial and Baseline Dietary Differences.
doi:103390nu11081931,2019,KEPT,ingredient in title,omega3_trial_title_level,omega-3 named in TITLE,TRUE_POSITIVE,Effect of Long-Term Omega 3 Polyunsaturated Fatty Acid Supplementation with or without Multidomain Lifestyle Intervention on Muscle Strength in Older Adults: Secondary Analysis of the Multidomain Alzh
doi:103390nu11112569,2019,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Fatty Acid Profile and Antioxidant Status Fingerprint in Sarcopenic Elderly Patients: Role of Diet and Exercise.
doi:103390nu12041032,2020,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Dietary Supplementation with Curcumin Reduce Circulating Levels of Glycogen Synthase Kinase-3β and Islet Amyloid Polypeptide in Adults with High Risk of Type 2 Diabetes and Alzheimer's Disease.
doi:103390nu12051268,2020,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Efficiency of Vitamin D Supplementation in Healthy Adults is Associated with Body Mass Index and Baseline Serum 25-Hydroxyvitamin D Level.
doi:103390nu12061806,2020,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,"The Impact of Protein Supplementation on Exercise-Induced Muscle Damage, Soreness and Fatigue Following Prolonged Walking Exercise in Vital Older Adults: A Randomized Double-Blind Placebo-Controlled T"
doi:103390nu13020399,2021,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Sex May Modulate the Effects of Combined Polyphenol Extract and L-citrulline Supplementation on Ambulatory Blood Pressure in Adults with Prehypertension: A Randomized Controlled Trial.
doi:103390nu13030903,2021,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Supplementation with Octacosanol Affects the Level of PCSK9 and Restore Its Physiologic Relation with LDL-C in Patients on Chronic Statin Therapy.
doi:103390nu13061948,2021,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Effect of Dietary Supplementation with a Natural Extract of <i>Sclerocarya birrea</i> on Glycemic Metabolism in Subjects with Prediabetes: A Randomized Double-Blind Placebo-Controlled Study.
doi:103390nu13072313,2021,DROPPED,ingredient not in title/abstract,unrelated_to_omega3,no omega-3 spelling or synonym anywhere,TRUE_NEGATIVE,Peripheral Blood T Cell Gene Expression Responses to Exercise and HMB in Sarcopenia.
